Code type,Year,recipient_name,Reporting Organisation Narrative,disbursed
Reproductive health care and family planning,2019.0,Malawi,MSI Reproductive Choices,2.196374667761
Reproductive health care and family planning,2019.0,Malawi,Ministry for Foreign Affairs of Finland,0.3723020345
Reproductive health care and family planning,2019.0,Malawi,Norad - Norwegian Agency for Development Cooperation,1.934950555
Reproductive health care and family planning,2019.0,Malawi,Options Consultancy Services,0.6070645862549999
Reproductive health care and family planning,2019.0,Malawi,Plan International Netherlands,0.159463292835
Reproductive health care and family planning,2019.0,Malawi,Royal Tropical Institute,0.0939607545
Reproductive health care and family planning,2019.0,Malawi,Stichting Simavi,0.4407961563923749
Reproductive health care and family planning,2019.0,Malawi,Sweden,0.057159374570374
Reproductive health care and family planning,2019.0,Malawi,U.S. Agency for International Development,23.149986329999997
Reproductive health care and family planning,2019.0,Malawi,UNICEF,1.5467401849999995
Reproductive health care and family planning,2019.0,Malawi,World Bank,1.6142273999999999
Reproductive health care and family planning,2019.0,Malaysia,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Maldives,UNICEF,0.0008125319999999999
Reproductive health care and family planning,2019.0,Mali,AECID Spanish Agency for International Development Cooperation,1.264770012814
Reproductive health care and family planning,2019.0,Mali,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Mali,Bill and Melinda Gates Foundation,1.1820435612000002
Reproductive health care and family planning,2019.0,Mali,Bundesministerium fÃ¼r wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),0.05563915
Reproductive health care and family planning,2019.0,Mali,CAEB Conseils et Appui pour l'Education Ã  la Base,0.2608072748
Reproductive health care and family planning,2019.0,Mali,Cordaid,0.10212526799999999
Reproductive health care and family planning,2019.0,Mali,"Foreign Affairs, Trade and Development Canada (DFATD)",7.44420239800147
Reproductive health care and family planning,2019.0,Mali,MSI Reproductive Choices,11.441184688667997
Reproductive health care and family planning,2019.0,Mali,Ministry of Foreign Affairs of the Netherlands,13.0522292295
Reproductive health care and family planning,2019.0,Mali,Norad - Norwegian Agency for Development Cooperation,0.1415078466
Reproductive health care and family planning,2019.0,Mali,Nuffic,0.2515744
Reproductive health care and family planning,2019.0,Mali,Sweden,0.4699421218498504
Reproductive health care and family planning,2019.0,Mali,U.S. Agency for International Development,27.270125040000007
Reproductive health care and family planning,2019.0,Mali,UNICEF,2.9441626750000003
Reproductive health care and family planning,2019.0,Mali,World Bank,0.26933575
Reproductive health care and family planning,2019.0,Marshall Islands (the),World Bank,0.099
Reproductive health care and family planning,2019.0,Mauritania,AECID Spanish Agency for International Development Cooperation,0.33693
Reproductive health care and family planning,2019.0,Mauritania,Bill and Melinda Gates Foundation,0.4055013812
Reproductive health care and family planning,2019.0,Mauritania,International Planned Parenthood Federation,0.16753053951296812
Reproductive health care and family planning,2019.0,Mauritania,MSI Reproductive Choices,0.36907632344600005
Reproductive health care and family planning,2019.0,Mauritania,Memisa Belgique asbl,0.04140779852
Reproductive health care and family planning,2019.0,Mauritania,UNICEF,0.368545204
Reproductive health care and family planning,2019.0,Mauritania,World Bank,1.543407
Reproductive health care and family planning,2019.0,Mauritius,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Mexico,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Mexico,Australian Aid,0.0338455456614
Reproductive health care and family planning,2019.0,Mexico,International Development Research Centre,0.0089782678
Reproductive health care and family planning,2019.0,Mexico,U.S. Agency for International Development,0.00232708
Reproductive health care and family planning,2019.0,Mexico,World Health Organization,0.30563
Reproductive health care and family planning,2019.0,"Middle East, regional",International Development Research Centre,0.20865413
Reproductive health care and family planning,2019.0,"Middle East, regional",International Planned Parenthood Federation,0.15137598476000005
Reproductive health care and family planning,2019.0,"Middle East, regional",The Open University,0.08792627959999999
Reproductive health care and family planning,2019.0,Moldova (the Republic of),Swiss Agency for Development and Cooperation (SDC),0.24152916480000003
Reproductive health care and family planning,2019.0,Moldova (the Republic of),UNICEF,0.43777450199999995
Reproductive health care and family planning,2019.0,Mongolia,Australian Aid,0.0509381914572
Reproductive health care and family planning,2019.0,Mongolia,Bill and Melinda Gates Foundation,-0.00026822879999999997
Reproductive health care and family planning,2019.0,Mongolia,UNICEF,0.300985113
Reproductive health care and family planning,2019.0,Montenegro,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Morocco,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Morocco,"Foreign Affairs, Trade and Development Canada (DFATD)",0.037685
Reproductive health care and family planning,2019.0,Morocco,International Development Research Centre,0.01359887
Reproductive health care and family planning,2019.0,Morocco,UNICEF,0.02843508
Reproductive health care and family planning,2019.0,Mozambique,AICS - Italian Agency for Cooperation and Development,0.400792474875
Reproductive health care and family planning,2019.0,Mozambique,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Mozambique,Bill and Melinda Gates Foundation,0.492810474
Reproductive health care and family planning,2019.0,Mozambique,CHOICE for Youth and Sexuality,0.07988895967699998
Reproductive health care and family planning,2019.0,Mozambique,DFAT / Irish Aid,1.033252
Reproductive health care and family planning,2019.0,Mozambique,Flemish Interuniversity Council for University Development Cooperation (VLIR-UOS),0.0034209626
Reproductive health care and family planning,2019.0,Mozambique,"Foreign Affairs, Trade and Development Canada (DFATD)",14.139342336089351
Reproductive health care and family planning,2019.0,Mozambique,"Foreign, Commonwealth and Development Office",7.051925183119999
Reproductive health care and family planning,2019.0,Mozambique,Frontline AIDS,0.17819192086975003
Reproductive health care and family planning,2019.0,Mozambique,International Development Research Centre,0.1144098172
Reproductive health care and family planning,2019.0,Mozambique,International Planned Parenthood Federation,2.8595772771888477
Reproductive health care and family planning,2019.0,Mozambique,Ministry of Foreign Affairs of the Netherlands,8.201371918
Reproductive health care and family planning,2019.0,Mozambique,Norad - Norwegian Agency for Development Cooperation,0.495628
Reproductive health care and family planning,2019.0,Mozambique,Nuffic,0.1313044601968
Reproductive health care and family planning,2019.0,Mozambique,Plan International Netherlands,0.18101316406
Reproductive health care and family planning,2019.0,Mozambique,Population Services International,2.6685955378319997
Reproductive health care and family planning,2019.0,Mozambique,Royal Tropical Institute,0.0727954875
Reproductive health care and family planning,2019.0,Mozambique,Sweden,4.177170019776013
Reproductive health care and family planning,2019.0,Mozambique,U.S. Agency for International Development,15.882867059999999
Reproductive health care and family planning,2019.0,Mozambique,UNICEF,1.754721843
Reproductive health care and family planning,2019.0,Myanmar,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Myanmar,Australian Aid,0.451035
Reproductive health care and family planning,2019.0,Myanmar,Bill and Melinda Gates Foundation,0.1830088212
Reproductive health care and family planning,2019.0,Myanmar,Diakonia,0.0
Reproductive health care and family planning,2019.0,Myanmar,European Commission - International Partnerships,0.5077279594749999
Reproductive health care and family planning,2019.0,Myanmar,"Foreign Affairs, Trade and Development Canada (DFATD)",0.9919072389999498
Reproductive health care and family planning,2019.0,Myanmar,"Foreign, Commonwealth and Development Office",13.41224560834
Reproductive health care and family planning,2019.0,Myanmar,"Ministry of Foreign Affairs, Denmark",-0.000626582
Reproductive health care and family planning,2019.0,Myanmar,New Zealand Ministry of Foreign Affairs and Trade,0.503344702665
Reproductive health care and family planning,2019.0,Myanmar,Norad - Norwegian Agency for Development Cooperation,0.2547141924
Reproductive health care and family planning,2019.0,Myanmar,Save The Children International,1.95711794704
Reproductive health care and family planning,2019.0,Myanmar,Sweden,1.5863111919542294
Reproductive health care and family planning,2019.0,Myanmar,U.S. Agency for International Development,2.48865057
Reproductive health care and family planning,2019.0,Myanmar,UNICEF,1.088954422
Reproductive health care and family planning,2019.0,Namibia,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Namibia,European Commission - International Partnerships,-0.8130671219000001
Reproductive health care and family planning,2019.0,Namibia,Sweden,0.0127360483930668
Reproductive health care and family planning,2019.0,Namibia,UNICEF,0.407055093
Reproductive health care and family planning,2019.0,Nepal,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Nepal,Australian Aid,0.7102559620034999
Reproductive health care and family planning,2019.0,Nepal,Bill and Melinda Gates Foundation,-0.00026822879999999997
Reproductive health care and family planning,2019.0,Nepal,Bundesministerium fÃ¼r wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),11.194820051569998
Reproductive health care and family planning,2019.0,Nepal,"Foreign Affairs, Trade and Development Canada (DFATD)",0.0023233290897600005
Reproductive health care and family planning,2019.0,Nepal,"Foreign, Commonwealth and Development Office",4.0309683656
Reproductive health care and family planning,2019.0,Nepal,MSI Reproductive Choices,1.7438860232
Reproductive health care and family planning,2019.0,Nepal,Norad - Norwegian Agency for Development Cooperation,0.2504826256
Reproductive health care and family planning,2019.0,Nepal,Stichting Simavi,0.02861645749
Reproductive health care and family planning,2019.0,Nepal,U.S. Agency for International Development,20.50183879
Reproductive health care and family planning,2019.0,Nepal,UNICEF,0.7703169149999999
Reproductive health care and family planning,2019.0,Netherlands (the),Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Netherlands (the),Amref Flying Doctors,0.55975
Reproductive health care and family planning,2019.0,Netherlands (the),Royal Tropical Institute,0.0779675775
Reproductive health care and family planning,2019.0,Netherlands (the),Stichting Simavi,0.0
Reproductive health care and family planning,2019.0,New Zealand,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Nicaragua,Bill and Melinda Gates Foundation,-0.00026822879999999997
Reproductive health care and family planning,2019.0,Nicaragua,Diakonia,0.0
Reproductive health care and family planning,2019.0,Nicaragua,"Foreign Affairs, Trade and Development Canada (DFATD)",0.18387409910400002
Reproductive health care and family planning,2019.0,Nicaragua,Plan International Netherlands,0.04428417345000001
Reproductive health care and family planning,2019.0,Nicaragua,UNICEF,0.35014876600000006
Reproductive health care and family planning,2019.0,Niger (the),AECID Spanish Agency for International Development Cooperation,0.035096875
Reproductive health care and family planning,2019.0,Niger (the),AFD,2.2462
Reproductive health care and family planning,2019.0,Niger (the),Bill and Melinda Gates Foundation,3.585625398
Reproductive health care and family planning,2019.0,Niger (the),"Foreign Affairs, Trade and Development Canada (DFATD)",1.2240088
Reproductive health care and family planning,2019.0,Niger (the),International Development Research Centre,0.21309425523
Reproductive health care and family planning,2019.0,Niger (the),MSI Reproductive Choices,3.321686911014
Reproductive health care and family planning,2019.0,Niger (the),Ministry of Foreign Affairs of the Netherlands,9.622644337999999
Reproductive health care and family planning,2019.0,Niger (the),U.S. Agency for International Development,1.14625625
Reproductive health care and family planning,2019.0,Niger (the),UNICEF,0.8687737529999999
Reproductive health care and family planning,2019.0,Niger (the),World Bank,39.141810119999995
Reproductive health care and family planning,2019.0,Nigeria,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Nigeria,Bill and Melinda Gates Foundation,26.909846109799997
Reproductive health care and family planning,2019.0,Nigeria,European Commission - International Partnerships,0.46825411669300004
Reproductive health care and family planning,2019.0,Nigeria,"Foreign Affairs, Trade and Development Canada (DFATD)",4.834311407526787
Reproductive health care and family planning,2019.0,Nigeria,"Foreign, Commonwealth and Development Office",15.567081953999995
Reproductive health care and family planning,2019.0,Nigeria,International Development Research Centre,0.7423752416439998
Reproductive health care and family planning,2019.0,Nigeria,International Planned Parenthood Federation,0.18391130337645833
Reproductive health care and family planning,2019.0,Nigeria,Ipas,0.15489025876
Reproductive health care and family planning,2019.0,Nigeria,MSI Reproductive Choices,11.441366026826
Reproductive health care and family planning,2019.0,Nigeria,Ministry of Foreign Affairs of the Netherlands,0.150763065
Reproductive health care and family planning,2019.0,Nigeria,Norad - Norwegian Agency for Development Cooperation,0.54816
Reproductive health care and family planning,2019.0,Nigeria,Options Consultancy Services,1.2075461087535
Reproductive health care and family planning,2019.0,Nigeria,U.S. Agency for International Development,52.53918688000001
Reproductive health care and family planning,2019.0,Nigeria,UNICEF,1.0245444500000005
Reproductive health care and family planning,2019.0,Nigeria,World Bank,12.8244545
Reproductive health care and family planning,2019.0,"North & Central America, regional",Bill and Melinda Gates Foundation,0.652266
Reproductive health care and family planning,2019.0,"North & Central America, regional",Ipas,0.8956
Reproductive health care and family planning,2019.0,North Macedonia,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,North Macedonia,UNICEF,0.14347144699999997
Reproductive health care and family planning,2019.0,"North of Sahara, regional",Bill and Melinda Gates Foundation,-0.00026822879999999997
Reproductive health care and family planning,2019.0,Norway,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,"Oceania, regional",International Planned Parenthood Federation,0.07568799238
Reproductive health care and family planning,2019.0,"Oceania, regional",New Zealand Ministry of Foreign Affairs and Trade,0.2373033087
Reproductive health care and family planning,2019.0,Pakistan,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Pakistan,Bill and Melinda Gates Foundation,8.8226504648
Reproductive health care and family planning,2019.0,Pakistan,Bundesministerium fÃ¼r wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),2.79875
Reproductive health care and family planning,2019.0,Pakistan,"Foreign Affairs, Trade and Development Canada (DFATD)",0.3287484244275199
Reproductive health care and family planning,2019.0,Pakistan,"Foreign, Commonwealth and Development Office",23.91632329256
Reproductive health care and family planning,2019.0,Pakistan,Humanity & Inclusion - Handicap International UK,0.06630444942816
Reproductive health care and family planning,2019.0,Pakistan,International Planned Parenthood Federation,9.080922535251133
Reproductive health care and family planning,2019.0,Pakistan,MSI Reproductive Choices,3.9709352696000004
Reproductive health care and family planning,2019.0,Pakistan,Options Consultancy Services,0.566593613838
Reproductive health care and family planning,2019.0,Pakistan,Plan International Netherlands,-0.01595663652
Reproductive health care and family planning,2019.0,Pakistan,Population Services International,7.016392842562001
Reproductive health care and family planning,2019.0,Pakistan,U.S. Agency for International Development,14.254075800000003
Reproductive health care and family planning,2019.0,Pakistan,UNICEF,5.4515953559999994
Reproductive health care and family planning,2019.0,Pakistan,World Bank,1.32053508
Reproductive health care and family planning,2019.0,Pakistan,dance4life,0.07120307997
Reproductive health care and family planning,2019.0,"Palestine, State of",AECID Spanish Agency for International Development Cooperation,0.105290625
Reproductive health care and family planning,2019.0,"Palestine, State of",AICS - Italian Agency for Cooperation and Development,0.279875
Reproductive health care and family planning,2019.0,"Palestine, State of",Bill and Melinda Gates Foundation,-0.00026822879999999997
Reproductive health care and family planning,2019.0,"Palestine, State of",Bundesministerium fÃ¼r wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),0.4478
Reproductive health care and family planning,2019.0,"Palestine, State of","Foreign Affairs, Trade and Development Canada (DFATD)",0.15030488899
Reproductive health care and family planning,2019.0,"Palestine, State of",International Development Research Centre,0.0972695905
Reproductive health care and family planning,2019.0,"Palestine, State of",Norad - Norwegian Agency for Development Cooperation,1.72442
Reproductive health care and family planning,2019.0,"Palestine, State of",Sweden,1.1104178343679607
Reproductive health care and family planning,2019.0,"Palestine, State of",UNICEF,1.078960845
Reproductive health care and family planning,2019.0,Papua New Guinea,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Papua New Guinea,Australian Aid,7.107242644274399
Reproductive health care and family planning,2019.0,Papua New Guinea,Bill and Melinda Gates Foundation,-0.00026822879999999997
Reproductive health care and family planning,2019.0,Papua New Guinea,New Zealand Ministry of Foreign Affairs and Trade,0.0182751723
Reproductive health care and family planning,2019.0,Papua New Guinea,UNICEF,0.9273120230000002
Reproductive health care and family planning,2019.0,Paraguay,Australian Aid,0.0172066383
Reproductive health care and family planning,2019.0,Paraguay,Diakonia,0.007840835999999999
Reproductive health care and family planning,2019.0,Paraguay,"Foreign Affairs, Trade and Development Canada (DFATD)",0.012934939103999999
Reproductive health care and family planning,2019.0,Paraguay,Sweden,0.1264942688512992
Reproductive health care and family planning,2019.0,Paraguay,UNICEF,1.230905627
Reproductive health care and family planning,2019.0,Paraguay,World Health Organization,0.17587830000000002
Reproductive health care and family planning,2019.0,Peru,AECID Spanish Agency for International Development Cooperation,0.737034375
Reproductive health care and family planning,2019.0,Peru,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Peru,Diakonia,0.0
Reproductive health care and family planning,2019.0,Peru,"Foreign Affairs, Trade and Development Canada (DFATD)",0.8354212455279767
Reproductive health care and family planning,2019.0,Peru,International Development Research Centre,0.008714201100000001
Reproductive health care and family planning,2019.0,Peru,Sweden,0.1122231205707548
Reproductive health care and family planning,2019.0,Peru,UNICEF,0.025696308
Reproductive health care and family planning,2019.0,Peru,World Health Organization,0.34030479999999996
Reproductive health care and family planning,2019.0,Philippines (the),Bill and Melinda Gates Foundation,1.1789694240000002
Reproductive health care and family planning,2019.0,Philippines (the),European Commission - International Partnerships,0.0074658072499999995
Reproductive health care and family planning,2019.0,Philippines (the),"Foreign Affairs, Trade and Development Canada (DFATD)",0.6578799350771533
Reproductive health care and family planning,2019.0,Philippines (the),New Zealand Ministry of Foreign Affairs and Trade,0.10071
Reproductive health care and family planning,2019.0,Philippines (the),Norad - Norwegian Agency for Development Cooperation,0.0238583214
Reproductive health care and family planning,2019.0,Philippines (the),U.S. Agency for International Development,12.557989910000002
Reproductive health care and family planning,2019.0,Philippines (the),UNICEF,0.30648672199999993
Reproductive health care and family planning,2019.0,Philippines (the),WGNRR,0.238712187098
Reproductive health care and family planning,2019.0,Poland,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Portugal,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Romania,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Russian Federation (the),Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Rwanda,ActionAid Rwanda,0.37920469102079996
Reproductive health care and family planning,2019.0,Rwanda,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Rwanda,Bill and Melinda Gates Foundation,0.32539248800000004
Reproductive health care and family planning,2019.0,Rwanda,Directorate-general Development Cooperation and Humanitarian Aid,2.171165017
Reproductive health care and family planning,2019.0,Rwanda,Flemish Interuniversity Council for University Development Cooperation (VLIR-UOS),0.019159198852079
Reproductive health care and family planning,2019.0,Rwanda,"Foreign Affairs, Trade and Development Canada (DFATD)",0.7247333058056564
Reproductive health care and family planning,2019.0,Rwanda,Handicap International Belgique,0.196932754788
Reproductive health care and family planning,2019.0,Rwanda,International Development Research Centre,0.0635809328
Reproductive health care and family planning,2019.0,Rwanda,International Planned Parenthood Federation,0.4824833014054623
Reproductive health care and family planning,2019.0,Rwanda,Sweden,0.0160614008185366
Reproductive health care and family planning,2019.0,Rwanda,U.S. Agency for International Development,17.367610729999996
Reproductive health care and family planning,2019.0,Rwanda,UNICEF,0.9705345840000004
Reproductive health care and family planning,2019.0,Saint Kitts and Nevis,World Health Organization,0.022911599999999997
Reproductive health care and family planning,2019.0,Saint Lucia,World Health Organization,0.065115
Reproductive health care and family planning,2019.0,Saint Vincent and the Grenadines,World Health Organization,0.0043841
Reproductive health care and family planning,2019.0,Samoa,Australian Aid,0.5972987475828
Reproductive health care and family planning,2019.0,Samoa,New Zealand Ministry of Foreign Affairs and Trade,0.0182751723
Reproductive health care and family planning,2019.0,Sao Tome and Principe,Bill and Melinda Gates Foundation,-0.00026822879999999997
Reproductive health care and family planning,2019.0,Sao Tome and Principe,UNICEF,0.025492856
Reproductive health care and family planning,2019.0,Saudi Arabia,UNICEF,0.091221737
Reproductive health care and family planning,2019.0,Senegal,AFD,1.945842471166
Reproductive health care and family planning,2019.0,Senegal,Action Against Hunger,0.7698458117
Reproductive health care and family planning,2019.0,Senegal,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Senegal,Australian Aid,0.16323898896810002
Reproductive health care and family planning,2019.0,Senegal,Bill and Melinda Gates Foundation,6.448667327
Reproductive health care and family planning,2019.0,Senegal,Directorate-general Development Cooperation and Humanitarian Aid,0.08635823
Reproductive health care and family planning,2019.0,Senegal,"Foreign Affairs, Trade and Development Canada (DFATD)",0.402376313582427
Reproductive health care and family planning,2019.0,Senegal,International Development Research Centre,0.13214711339999996
Reproductive health care and family planning,2019.0,Senegal,MSI Reproductive Choices,2.2144579406760005
Reproductive health care and family planning,2019.0,Senegal,Ministry of Foreign Affairs of the Netherlands,0.104997905
Reproductive health care and family planning,2019.0,Senegal,U.S. Agency for International Development,27.114210869999997
Reproductive health care and family planning,2019.0,Senegal,UNICEF,0.178382208
Reproductive health care and family planning,2019.0,Serbia,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Serbia,UNICEF,0.04521686300000001
Reproductive health care and family planning,2019.0,Seychelles,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Sierra Leone,Bill and Melinda Gates Foundation,0.051892488
Reproductive health care and family planning,2019.0,Sierra Leone,Bundesministerium fÃ¼r wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),6.648335053285
Reproductive health care and family planning,2019.0,Sierra Leone,DFAT / Irish Aid,0.004402799082
Reproductive health care and family planning,2019.0,Sierra Leone,European Commission - International Partnerships,-0.18289908119999998
Reproductive health care and family planning,2019.0,Sierra Leone,"Foreign Affairs, Trade and Development Canada (DFATD)",0.07398387937440001
Reproductive health care and family planning,2019.0,Sierra Leone,"Foreign, Commonwealth and Development Office",24.10159571264
Reproductive health care and family planning,2019.0,Sierra Leone,GOAL UK,0.64182945696
Reproductive health care and family planning,2019.0,Sierra Leone,International Rescue Committee Inc.,3.6670190375000002
Reproductive health care and family planning,2019.0,Sierra Leone,Leonard Cheshire,0.2750761534
Reproductive health care and family planning,2019.0,Sierra Leone,MSI Reproductive Choices,4.304472771646
Reproductive health care and family planning,2019.0,Sierra Leone,U.S. Agency for International Development,0.41416418
Reproductive health care and family planning,2019.0,Sierra Leone,UNICEF,9.680656788
Reproductive health care and family planning,2019.0,Sierra Leone,Welbodi Partnership,0.013132080463199998
Reproductive health care and family planning,2019.0,Sierra Leone,World Bank,0.6721990600000001
Reproductive health care and family planning,2019.0,Slovakia,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Solomon Islands,Australian Aid,0.578539125
Reproductive health care and family planning,2019.0,Solomon Islands,Bill and Melinda Gates Foundation,-0.002171376
Reproductive health care and family planning,2019.0,Solomon Islands,New Zealand Ministry of Foreign Affairs and Trade,0.0182751723
Reproductive health care and family planning,2019.0,Somalia,AICS - Italian Agency for Cooperation and Development,1.175475
Reproductive health care and family planning,2019.0,Somalia,Bill and Melinda Gates Foundation,-0.00026822879999999997
Reproductive health care and family planning,2019.0,Somalia,"Foreign, Commonwealth and Development Office",9.48816291774
Reproductive health care and family planning,2019.0,Somalia,International Planned Parenthood Federation,1.4474499042163858
Reproductive health care and family planning,2019.0,Somalia,International Rescue Committee Inc.,1.01352998142
Reproductive health care and family planning,2019.0,Somalia,Ministry for Foreign Affairs of Finland,5.833763254000001
Reproductive health care and family planning,2019.0,Somalia,Swiss Agency for Development and Cooperation (SDC),0.60664416
Reproductive health care and family planning,2019.0,Somalia,U.S. Agency for International Development,0.0
Reproductive health care and family planning,2019.0,Somalia,UNICEF,13.491938751
Reproductive health care and family planning,2019.0,"South & Central Asia, regional",Bill and Melinda Gates Foundation,2.4493789500000003
Reproductive health care and family planning,2019.0,"South & Central Asia, regional",Ministry for Foreign Affairs of Finland,0.168465
Reproductive health care and family planning,2019.0,South Africa,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,South Africa,Bill and Melinda Gates Foundation,0.584557088
Reproductive health care and family planning,2019.0,South Africa,European Commission - International Partnerships,0.3373848555
Reproductive health care and family planning,2019.0,South Africa,Sweden,0.7297031482989457
Reproductive health care and family planning,2019.0,South Africa,U.S. Agency for International Development,0.00768928
Reproductive health care and family planning,2019.0,South Africa,UNICEF,0.36847107100000004
Reproductive health care and family planning,2019.0,"South America, regional",International Planned Parenthood Federation,0.7190359276100002
Reproductive health care and family planning,2019.0,"South America, regional",Plan International Netherlands,0.029360846625
Reproductive health care and family planning,2019.0,"South America, regional",Sweden,0.1037253004579152
Reproductive health care and family planning,2019.0,"South Asia, regional",European Commission - International Partnerships,0.0151472497
Reproductive health care and family planning,2019.0,South Sudan,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,South Sudan,Bill and Melinda Gates Foundation,-0.00026822879999999997
Reproductive health care and family planning,2019.0,South Sudan,"Foreign Affairs, Trade and Development Canada (DFATD)",4.327318437235936
Reproductive health care and family planning,2019.0,South Sudan,"Foreign, Commonwealth and Development Office",30.938624907300007
Reproductive health care and family planning,2019.0,South Sudan,Humanity & Inclusion - Handicap International UK,0.06630444942816
Reproductive health care and family planning,2019.0,South Sudan,International Development Research Centre,0.046321668899999995
Reproductive health care and family planning,2019.0,South Sudan,International Planned Parenthood Federation,2.75694506327431
Reproductive health care and family planning,2019.0,South Sudan,International Rescue Committee Inc.,2.552807173264
Reproductive health care and family planning,2019.0,South Sudan,Norad - Norwegian Agency for Development Cooperation,0.7141591786
Reproductive health care and family planning,2019.0,South Sudan,Sweden,4.230163178544613
Reproductive health care and family planning,2019.0,South Sudan,U.S. Agency for International Development,13.123306610000002
Reproductive health care and family planning,2019.0,South Sudan,UNICEF,0.691886055
Reproductive health care and family planning,2019.0,South Sudan,World Bank,23.11839717
Reproductive health care and family planning,2019.0,"South of Sahara, regional",Bill and Melinda Gates Foundation,12.23701109
Reproductive health care and family planning,2019.0,"South of Sahara, regional",Charity Projects Ltd (Comic Relief),0.15326634704999997
Reproductive health care and family planning,2019.0,"South of Sahara, regional","Foreign Affairs, Trade and Development Canada (DFATD)",9.1830808
Reproductive health care and family planning,2019.0,"South of Sahara, regional",International Development Research Centre,0.13467789701
Reproductive health care and family planning,2019.0,"South of Sahara, regional",International Planned Parenthood Federation,1.9678878018800001
Reproductive health care and family planning,2019.0,"South of Sahara, regional",Ministry of Foreign Affairs of the Netherlands,8.810993404
Reproductive health care and family planning,2019.0,"South of Sahara, regional",Sweden,27.31934388900051
Reproductive health care and family planning,2019.0,"South of Sahara, regional",Swiss Agency for Development and Cooperation (SDC),3.5417451904000004
Reproductive health care and family planning,2019.0,"South of Sahara, regional",U.S. Agency for International Development,14.511094410000002
Reproductive health care and family planning,2019.0,"Southern Africa, regional",Sweden,2.3422203703507867
Reproductive health care and family planning,2019.0,Spain,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care and family planning,2019.0,Sri Lanka,Australian Aid,0.041149931890499994
Reproductive health care and family planning,2019.0,Sri Lanka,Bill and Melinda Gates Foundation,-0.00026822879999999997
Reproductive health care and family planning,2019.0,Sri Lanka,Diakonia,0.0
Reproductive health care and family planning,2019.0,Sri Lanka,UNICEF,0.26929544999999994
Reproductive health care and family planning,2019.0,Sudan (the),AICS - Italian Agency for Cooperation and Development,0.720326613195
Reproductive health care and family planning,2019.0,Sudan (the),Bill and Melinda Gates Foundation,-0.00026822879999999997
Reproductive health care and family planning,2019.0,Sudan (the),European Commission - International Partnerships,0.1561109
Reproductive health care and family planning,2019.0,Sudan (the),"Foreign Affairs, Trade and Development Canada (DFATD)",0.03228850800000001
Reproductive health care and family planning,2019.0,Sudan (the),"Foreign, Commonwealth and Development Office",0.60655045408
