Reporting Organsation Reference,Name,Organisation Type,Transaction Type,Value $m,YYYYMM year and month
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,393.796072456442,202107
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,46.2083787641699,202008
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,52.368481952685,202009
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,59.259173271075,202010
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,60.80343623055,202011
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,78.3473228919,202012
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,17.6021651461769,202101
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,41.7825594901529,202102
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,56.4868198731149,202103
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,53.6016780744839,202104
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,54.539199994023,202105
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,40.191359805306,202106
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,53.2369970937,202107
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Commitment,520.97933397816,202008
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Commitment,203.95499366988,202009
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Commitment,358.61443785657,202010
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Commitment,106.953058271745,202011
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Commitment,438.147501110234,202012
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Commitment,-1.39519477609199,202102
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Commitment,-65.361989320398,202103
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Commitment,-14.503900399101,202104
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Commitment,-2.5591997088,202105
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Commitment,-32.359582374759,202106
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Commitment,-11.1261089119229,202107
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,315.62461719873,202008
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,127.748005517384,202009
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,152.083476527084,202010
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,261.060791049405,202011
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,1141.08284316176,202012
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,176.225518645325,202101
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,258.84760928435,202102
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,352.728525235833,202103
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,172.51303865994,202104
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,146.474360720325,202105
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,233.648656644276,202106
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,378.5987436003,202107
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,19.7096182615799,202008
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,29.14385166153,202009
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,34.443853156215,202010
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,28.37003512347,202011
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,46.56110669613,202012
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,17.848691412759,202101
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,17.272514779389,202102
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,25.9649322372179,202103
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,30.9546974145779,202104
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,16.70768358039,202105
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,23.651879730309,202106
XI-IATI-EC_NEAR,EC – Directorate-General for Neighbourhood and Enlargement Negotiations (DG NEAR),Bilateral,Spend,21.2905167651629,202107
XI-IATI-WBTF,World Bank Trust Funds,IFI,Commitment,6.58425717,202008
XI-IATI-WBTF,World Bank Trust Funds,IFI,Commitment,4.55,202009
XI-IATI-WBTF,World Bank Trust Funds,IFI,Commitment,39.18563316,202010
XI-IATI-WBTF,World Bank Trust Funds,IFI,Commitment,52.22197741,202011
XI-IATI-WBTF,World Bank Trust Funds,IFI,Commitment,7.86573054,202012
XI-IATI-WBTF,World Bank Trust Funds,IFI,Commitment,-7.11330443,202101
XI-IATI-WBTF,World Bank Trust Funds,IFI,Commitment,39.4256860899999,202102
XI-IATI-WBTF,World Bank Trust Funds,IFI,Commitment,35.25,202103
XI-IATI-WBTF,World Bank Trust Funds,IFI,Commitment,19.97778427,202104
XI-IATI-WBTF,World Bank Trust Funds,IFI,Commitment,36.6022414299999,202105
XI-IATI-WBTF,World Bank Trust Funds,IFI,Commitment,2.82603289,202106
XI-IATI-WBTF,World Bank Trust Funds,IFI,Spend,29.8405046699999,202008
XI-IATI-WBTF,World Bank Trust Funds,IFI,Spend,67.35734794,202009
XI-IATI-WBTF,World Bank Trust Funds,IFI,Spend,64.5121113699999,202010
XI-IATI-WBTF,World Bank Trust Funds,IFI,Spend,47.77934714,202011
XI-IATI-WBTF,World Bank Trust Funds,IFI,Spend,107.019257909999,202012
XI-IATI-WBTF,World Bank Trust Funds,IFI,Spend,38.2250244799999,202101
XI-IATI-WBTF,World Bank Trust Funds,IFI,Spend,24.04714363,202102
XI-IATI-WBTF,World Bank Trust Funds,IFI,Spend,72.75352224,202103
XI-IATI-WBTF,World Bank Trust Funds,IFI,Spend,44.07906901,202104
XI-IATI-WBTF,World Bank Trust Funds,IFI,Spend,29.96342189,202105
XI-IATI-WBTF,World Bank Trust Funds,IFI,Spend,108.105104009999,202106
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Commitment,107.420498959905,202008
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Commitment,135.27902456721,202009
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Commitment,0.272393090595,202010
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Commitment,144.545377878135,202011
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Commitment,553.354354984725,202012
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Commitment,755.102900002752,202101
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Commitment,604.629698509394,202102
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Commitment,72.71950853862,202103
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Commitment,959.961224697534,202104
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Commitment,388.344934064673,202105
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Commitment,67.996323515475,202106
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Commitment,498.216517738136,202107
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Spend,57.5130760808399,202008
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Spend,80.2828720035449,202009
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Spend,51.196814858025,202010
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Spend,153.11495837097,202011
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Spend,232.216520111189,202012
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Spend,108.713204571213,202101
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Spend,151.814479676688,202102
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Spend,171.223478648019,202103
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Spend,82.08591581205,202104
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Spend,57.790428628635,202105
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Spend,169.86097053414,202106
XM-DAC-2-10,Belgium – Directorate-General for Development Cooperation and Humanitarian Aid (DGD),Bilateral,Spend,56.359238307525,202107
XM-DAC-21016,International Committee of the Red Cross (ICRC),Multilateral,Spend,152.108134332463,202008
XM-DAC-21016,International Committee of the Red Cross (ICRC),Multilateral,Spend,159.046003490096,202009
XM-DAC-21016,International Committee of the Red Cross (ICRC),Multilateral,Spend,160.317053282079,202010
XM-DAC-21016,International Committee of the Red Cross (ICRC),Multilateral,Spend,174.996777037583,202011
XM-DAC-21016,International Committee of the Red Cross (ICRC),Multilateral,Spend,117.078600716307,202101
XM-DAC-21016,International Committee of the Red Cross (ICRC),Multilateral,Spend,142.402321556599,202102
XM-DAC-21016,International Committee of the Red Cross (ICRC),Multilateral,Spend,157.374637163516,202103
XM-DAC-21016,International Committee of the Red Cross (ICRC),Multilateral,Spend,156.226630339147,202104
XM-DAC-30010,UN - UNITAID,Multilateral,Commitment,16.112325,202009
XM-DAC-30010,UN - UNITAID,Multilateral,Commitment,1.597251,202101
XM-DAC-30010,UN - UNITAID,Multilateral,Commitment,39.949031,202105
XM-DAC-30010,UN - UNITAID,Multilateral,Spend,6.670186,202008
XM-DAC-30010,UN - UNITAID,Multilateral,Spend,2.2,202009
XM-DAC-30010,UN - UNITAID,Multilateral,Spend,7.582961,202010
XM-DAC-30010,UN - UNITAID,Multilateral,Spend,4.161455,202011
XM-DAC-30010,UN - UNITAID,Multilateral,Spend,66.033824,202012
XM-DAC-30010,UN - UNITAID,Multilateral,Spend,13.042348,202101
XM-DAC-30010,UN - UNITAID,Multilateral,Spend,0.74303,202102
XM-DAC-30010,UN - UNITAID,Multilateral,Spend,11.724735,202103
XM-DAC-30010,UN - UNITAID,Multilateral,Spend,0.977411,202104
XM-DAC-30010,UN - UNITAID,Multilateral,Spend,32.097868,202105
XM-DAC-30010,UN - UNITAID,Multilateral,Spend,95.430037,202106
XM-DAC-30010,UN - UNITAID,Multilateral,Spend,38.716439,202107
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Commitment,11.2163860327999,202008
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Commitment,43.8897089057999,202009
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Commitment,41.73046235555,202010
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Commitment,42.024660543354,202011
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Commitment,551.986590845252,202012
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Commitment,310.988542581995,202101
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Commitment,174.662667437999,202102
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Commitment,223.185663639972,202103
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Commitment,159.738454716,202104
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Commitment,29.7596602163999,202105
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Commitment,168.106734601199,202106
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Commitment,44.686820764356,202107
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Spend,41.9074260638699,202008
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Spend,91.3285767447119,202009
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Spend,66.924570314256,202010
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Spend,82.821673019474,202011
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Spend,1315.11366424747,202012
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Spend,144.835158026843,202101
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Spend,306.409837039907,202102
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Spend,292.272197373156,202103
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Spend,85.441815442164,202104
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Spend,81.2537616343919,202105
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Spend,219.62902423866,202106
XM-DAC-3-1,Denmark – Ministry of Foreign Affairs,Bilateral,Spend,150.93315798576,202107
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Commitment,22.96918674,202008
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Commitment,30.256171,202009
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Commitment,2.325706,202010
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Commitment,13.586197,202011
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Commitment,67.3780115,202012
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Commitment,36.122409,202101
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Commitment,9.72865,202102
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Commitment,52.135725,202103
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Commitment,18.806405,202104
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Commitment,0.655,202105
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Commitment,98.123475,202106
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Commitment,2.940535,202107
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Spend,50.6158127813439,202008
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Spend,57.380068579166,202009
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Spend,31.020313245589,202010
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Spend,103.297704656929,202011
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Spend,110.489945838865,202012
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Spend,48.3250339869359,202101
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Spend,36.86611898263,202102
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Spend,43.951223175853,202103
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Spend,37.7823496710009,202104
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Spend,38.073809651756,202105
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Spend,31.078816029069,202106
XM-DAC-41108,International Fund for Agricultural Development (IFAD),Multilateral,Spend,56.318447932328,202107
XM-DAC-41110,UN - UNAIDS,Multilateral,Spend,68.671152,202106
XM-DAC-41114,UN - UNDP,Multilateral,Commitment,43696.560711,202107
XM-DAC-41114,UN - UNDP,Multilateral,Spend,74.752964,202008
XM-DAC-41114,UN - UNDP,Multilateral,Spend,120.106146,202009
XM-DAC-41114,UN - UNDP,Multilateral,Spend,95.357469,202010
XM-DAC-41114,UN - UNDP,Multilateral,Spend,73.345564,202011
XM-DAC-41114,UN - UNDP,Multilateral,Spend,334.296429,202012
XM-DAC-41114,UN - UNDP,Multilateral,Spend,7.944486,202101
XM-DAC-41114,UN - UNDP,Multilateral,Spend,45.165524,202102
XM-DAC-41114,UN - UNDP,Multilateral,Spend,101.882551,202103
XM-DAC-41114,UN - UNDP,Multilateral,Spend,62.064255,202104
XM-DAC-41114,UN - UNDP,Multilateral,Spend,61.721206,202105
XM-DAC-41114,UN - UNDP,Multilateral,Spend,147.99084,202106
XM-DAC-41114,UN - UNDP,Multilateral,Spend,61.457038,202107
XM-DAC-41114,UN - UNDP,Multilateral,Spend,239.484326,202008
XM-DAC-41114,UN - UNDP,Multilateral,Spend,264.218214,202009
XM-DAC-41114,UN - UNDP,Multilateral,Spend,260.520968,202010
XM-DAC-41114,UN - UNDP,Multilateral,Spend,289.326869,202011
XM-DAC-41114,UN - UNDP,Multilateral,Spend,580.721169,202012
XM-DAC-41114,UN - UNDP,Multilateral,Spend,186.174786,202101
XM-DAC-41114,UN - UNDP,Multilateral,Spend,265.772876,202102
XM-DAC-41114,UN - UNDP,Multilateral,Spend,319.075086,202103
XM-DAC-41114,UN - UNDP,Multilateral,Spend,271.299501,202104
XM-DAC-41114,UN - UNDP,Multilateral,Spend,282.799924,202105
XM-DAC-41114,UN - UNDP,Multilateral,Spend,293.04331,202106
XM-DAC-41114,UN - UNDP,Multilateral,Spend,249.057087,202107
XM-DAC-41122,UN - UNICEF,Multilateral,Commitment,4.609707,202012
XM-DAC-41122,UN - UNICEF,Multilateral,Commitment,12.29627,202107
XM-DAC-41122,UN - UNICEF,Multilateral,Spend,0,202012
XM-DAC-41122,UN - UNICEF,Multilateral,Spend,2.204285,202107
XM-DAC-41122,UN - UNICEF,Multilateral,Spend,0.494396,202008
XM-DAC-41122,UN - UNICEF,Multilateral,Spend,1.001363,202009
XM-DAC-41122,UN - UNICEF,Multilateral,Spend,0.650426,202010
XM-DAC-41122,UN - UNICEF,Multilateral,Spend,0.564415,202011
XM-DAC-41122,UN - UNICEF,Multilateral,Spend,0.544361,202012
XM-DAC-41122,UN - UNICEF,Multilateral,Spend,0.274818,202101
XM-DAC-41122,UN - UNICEF,Multilateral,Spend,0.469519,202102
XM-DAC-41122,UN - UNICEF,Multilateral,Spend,0.433334,202103
XM-DAC-41122,UN - UNICEF,Multilateral,Spend,0.209898,202104
XM-DAC-41122,UN - UNICEF,Multilateral,Spend,0.900875,202105
XM-DAC-41122,UN - UNICEF,Multilateral,Spend,1.242375,202106
XM-DAC-41122,UN - UNICEF,Multilateral,Spend,0.812249,202107
XM-DAC-41123,UN - UNIDO,Multilateral,Spend,177.67267165,202012
XM-DAC-41127,UN -UNOCHA,Multilateral,Commitment,276.114393109999,202101
XM-DAC-41127,UN -UNOCHA,Multilateral,Spend,39320.126538,202012
XM-DAC-41130,UN - UNRWA,Multilateral,Spend,769.14103887,202012
XM-DAC-41130,UN - UNRWA,Multilateral,Spend,338.15968399,202106
XM-DAC-41140,World Food Programme (WFP),Multilateral,Commitment,502.661022,202008
XM-DAC-41140,World Food Programme (WFP),Multilateral,Commitment,683.698425,202009
XM-DAC-41140,World Food Programme (WFP),Multilateral,Commitment,643.792456,202010
XM-DAC-41140,World Food Programme (WFP),Multilateral,Commitment,569.621159,202011
XM-DAC-41140,World Food Programme (WFP),Multilateral,Commitment,1667.463027,202012
XM-DAC-41140,World Food Programme (WFP),Multilateral,Commitment,497.319533,202101
XM-DAC-41140,World Food Programme (WFP),Multilateral,Commitment,518.38052,202102
XM-DAC-41140,World Food Programme (WFP),Multilateral,Commitment,701.092506,202103
XM-DAC-41140,World Food Programme (WFP),Multilateral,Commitment,753.976939,202104
XM-DAC-41140,World Food Programme (WFP),Multilateral,Commitment,665.677498,202105
XM-DAC-41140,World Food Programme (WFP),Multilateral,Commitment,1146.891049,202106
XM-DAC-41140,World Food Programme (WFP),Multilateral,Commitment,631.119542,202107
XM-DAC-41140,World Food Programme (WFP),Multilateral,Spend,502.661022,202008
XM-DAC-41140,World Food Programme (WFP),Multilateral,Spend,683.698425,202009
XM-DAC-41140,World Food Programme (WFP),Multilateral,Spend,643.792456,202010
XM-DAC-41140,World Food Programme (WFP),Multilateral,Spend,569.621159,202011
XM-DAC-41140,World Food Programme (WFP),Multilateral,Spend,1667.463027,202012
XM-DAC-41140,World Food Programme (WFP),Multilateral,Spend,497.319533,202101
XM-DAC-41140,World Food Programme (WFP),Multilateral,Spend,518.38052,202102
XM-DAC-41140,World Food Programme (WFP),Multilateral,Spend,701.092506,202103
XM-DAC-41140,World Food Programme (WFP),Multilateral,Spend,753.976939,202104
XM-DAC-41140,World Food Programme (WFP),Multilateral,Spend,665.677498,202105
XM-DAC-41140,World Food Programme (WFP),Multilateral,Spend,1146.891049,202106
XM-DAC-41140,World Food Programme (WFP),Multilateral,Spend,631.119542,202107
XM-DAC-41146,UN - UN Women,Multilateral,Spend,21.065783,202008
XM-DAC-41146,UN - UN Women,Multilateral,Spend,23.723185,202009
XM-DAC-41146,UN - UN Women,Multilateral,Spend,29.290625,202010
XM-DAC-41146,UN - UN Women,Multilateral,Spend,26.435249,202011
XM-DAC-41146,UN - UN Women,Multilateral,Spend,74.572628,202012
XM-DAC-41146,UN - UN Women,Multilateral,Spend,8.922742,202101
XM-DAC-41146,UN - UN Women,Multilateral,Spend,12.237749,202102
XM-DAC-41146,UN - UN Women,Multilateral,Spend,24.16353,202103
XM-DAC-41146,UN - UN Women,Multilateral,Spend,19.26531,202104
XM-DAC-41146,UN - UN Women,Multilateral,Spend,26.399622,202105
XM-DAC-41146,UN - UN Women,Multilateral,Spend,30.063899,202106
XM-DAC-41146,UN - UN Women,Multilateral,Spend,24.287848,202107
XM-DAC-41304,UN - UNESCO,Multilateral,Commitment,0.7408,202008
XM-DAC-41304,UN - UNESCO,Multilateral,Commitment,0.008641,202009
XM-DAC-41304,UN - UNESCO,Multilateral,Commitment,0.310717,202102
XM-DAC-41304,UN - UNESCO,Multilateral,Commitment,0.0428,202103
XM-DAC-41304,UN - UNESCO,Multilateral,Commitment,0.5,202106
XM-DAC-41304,UN - UNESCO,Multilateral,Spend,8.732165,202012
XM-DAC-41304,UN - UNESCO,Multilateral,Spend,18.484092,202106
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Commitment,422.2158005,202008
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Commitment,459.278237526765,202009
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Commitment,476.123715122019,202010
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Commitment,126.804211038853,202011
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Commitment,320.471282371704,202012
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Commitment,0,202101
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Commitment,0,202102
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Commitment,0,202103
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Commitment,0,202104
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Commitment,0,202105
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Commitment,0,202106
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Spend,285.731717535718,202008
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Spend,661.897139159404,202009
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Spend,515.791912595353,202010
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Spend,465.806198082541,202011
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Spend,768.51268705586,202012
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Spend,0,202101
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Spend,0,202102
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Spend,0,202103
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Spend,0,202104
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Spend,0,202105
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Spend,0,202106
XM-DAC-46002,African Development Bank Group (AfDB),IFI,Spend,0,202107
XM-DAC-46009,Caribbean Development Bank,IFI,Commitment,0.05833151,202104
XM-DAC-46009,Caribbean Development Bank,IFI,Spend,0.403987,202008
XM-DAC-46009,Caribbean Development Bank,IFI,Spend,0.6,202009
XM-DAC-46009,Caribbean Development Bank,IFI,Spend,5,202012
XM-DAC-46009,Caribbean Development Bank,IFI,Spend,1.613382,202102
XM-DAC-46009,Caribbean Development Bank,IFI,Spend,0.033396,202103
XM-DAC-46009,Caribbean Development Bank,IFI,Spend,8.81582039,202106
XM-DAC-47059,International Development Law Organization (IDLO),Multilateral,Commitment,0.0359224464,202012
XM-DAC-47059,International Development Law Organization (IDLO),Multilateral,Commitment,0.4569722964,202103
XM-DAC-47059,International Development Law Organization (IDLO),Multilateral,Commitment,0.012198555,202104
XM-DAC-47059,International Development Law Organization (IDLO),Multilateral,Commitment,0.259695487,202105
XM-DAC-47059,International Development Law Organization (IDLO),Multilateral,Commitment,0.491340669,202106
XM-DAC-47059,International Development Law Organization (IDLO),Multilateral,Commitment,0.213027163799999,202107
XM-DAC-47059,International Development Law Organization (IDLO),Multilateral,Spend,0.0911844883,202103
XM-DAC-47059,International Development Law Organization (IDLO),Multilateral,Spend,0.2342518928,202106
XM-DAC-47059,International Development Law Organization (IDLO),Multilateral,Spend,0.00504,202008
XM-DAC-47059,International Development Law Organization (IDLO),Multilateral,Spend,8.3228857732,202009
XM-DAC-47059,International Development Law Organization (IDLO),Multilateral,Spend,0.071382573,202010
XM-DAC-47059,International Development Law Organization (IDLO),Multilateral,Spend,11.9159963574,202012
